"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","74/3519","134/9436",0.552238805970149,1.48079720748347,4.32270869054494,1.63037738464677e-05,0.000152902960127684,8.8128507278204e-05,"5320/26279/5567/5321/779/4660/183/5592/84647/3778/59/10335/796/797/5331/2977/23365/775/3709/552/4659/5583/5330/123745/283748/5604/115/4629/5579/113/4628/136/10672/5578/9138/5739/8605/79784/54776/9475/109/5581/72/10203/551/146/23236/5332/85366/2778/1908/5594/135/4627/8398/3708/5894/387/5580/776/111/4638/185/10242/2982/147/1906/10268/107/800/157855/114/4882/2776",74
"Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","104/3519","201/9436",0.517412935323383,1.38741359980433,4.2813845943899,1.7459406240328e-05,0.000159431946457732,9.18916117912002e-05,"7709/5081/3065/1647/5546/4914/5087/6258/6935/221037/5328/3087/8861/7490/4005/4314/472/7704/4297/2313/894/2120/440093/466/6667/8091/4193/1848/3479/2322/2321/8900/2308/6495/2530/64919/5371/597/9915/3480/8938/26471/3684/9611/8148/5914/2118/4804/1655/3021/84444/4298/1050/581/4211/7849/905/5077/598/4318/861/2078/2130/5468/7048/4286/64332/2119/7468/8842/3576/4299/4790/4086/51426/1437/1436/8350/8351/8353/8968/8355/8357/8354/8356/1026/8464/860/2115/3569/3486/5218/4233/51384/5327/2138/862/5747/4300/5079/8013/7185/5090/6256",104
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","68/3519","122/9436",0.557377049180328,1.49457511681318,4.24007815535291,2.36762821601312e-05,0.000210658202809373,0.000121416831590417,"2475/5567/2773/55811/779/10000/5599/3265/90993/5331/775/3845/3709/3479/2353/5330/399694/5604/6755/1387/115/5579/113/9564/5336/1398/6416/5606/6777/6774/5578/5608/6752/84699/109/6654/6772/1385/23236/5332/2778/5594/468/2033/3708/5894/776/5449/2932/111/5291/5290/6750/5602/2690/5295/5603/112609/9586/107/3486/2770/64764/114/5747/3717/2776/53358",68
"Organismal Systems","Endocrine system","hsa04916","Melanogenesis","58/3519","101/9436",0.574257425742574,1.53983889437537,4.20627340599187,2.86897622196103e-05,0.000248883687255119,0.000143448811098051,"5567/2773/7482/7483/89780/6934/3265/90993/5331/81029/3845/7480/4254/1638/5330/5604/1387/115/5579/113/2775/1856/2535/7473/7484/5578/84699/109/83439/8324/1385/23236/5332/434/2778/5594/2033/5894/1499/7474/4286/2932/111/51176/817/6932/1906/816/107/8326/2770/8321/7472/51384/64764/114/7306/2776",58
"Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","80/3519","149/9436",0.536912751677852,1.43970125741183,4.17198674588769,2.97592340716185e-05,0.000249678944116777,0.000143907172401601,"2475/8613/5737/23566/26052/5321/183/10000/3265/22800/8525/5331/9846/3845/10411/552/4254/5330/123745/283748/399694/5604/115/113/5336/146850/23533/8526/10672/5578/9267/8612/1785/8605/9266/6237/109/6654/11069/3579/8527/551/23236/5332/2778/5594/5155/5894/387/111/22808/5291/185/5337/5290/1608/1609/5156/3576/1950/2549/56034/5295/2149/5159/2534/56895/9265/1607/5898/107/1956/5294/9162/2185/114/53358/1902/1759/7248",80
"Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","57/3519","99/9436",0.575757575757576,1.54386146202003,4.19500038244408,3.02205062043362e-05,0.000249678944116777,0.000143907172401601,"1573/5567/4803/4914/5321/5599/5331/3709/3479/59341/3356/5732/5583/624/623/5330/123745/283748/115/5579/113/5336/162514/7442/51393/5606/40/5578/5608/8605/109/5581/3554/3553/79054/23236/5332/2778/8398/3708/3269/5580/111/5291/5290/3556/5602/817/5295/2150/5603/816/107/9311/8989/114/2776",57
"Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","58/3519","103/9436",0.563106796116505,1.50993911001857,4.01287934598831,6.2304338763708e-05,0.000502781524442016,0.000289787622156781,"3725/2773/356/3586/7042/10000/5599/355/5331/5519/7132/3458/4792/2353/7043/624/5330/2775/6416/4843/6347/6348/414062/2774/4087/718/5518/3553/8837/23236/5332/2778/3460/5594/7048/54106/5291/5290/5522/3576/5602/4790/3558/7097/5295/5521/3593/5603/3459/3569/107/2770/5054/5520/3551/3456/9630/2776",58
"Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","47/3519","80/9436",0.5875,1.5753481102586,3.98529412473887,7.43671620841202e-05,0.000586486482799766,0.000338032554927819,"2475/3716/3570/10000/3265/3845/3479/2621/399694/5604/3480/5579/5336/4763/6774/5578/596/558/581/6654/7039/9470/598/5594/5155/5894/2932/5291/5290/5156/3791/1977/1950/2247/2549/56034/5295/9542/5159/2309/3569/1956/4233/3084/1978/3717/53358",47
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","112/3519","226/9436",0.495575221238938,1.32885700131021,3.85888021658231,9.41015379933643e-05,0.000725627415193276,0.000418229057748286,"2475/3716/55970/5567/2773/3570/356/5743/7188/2786/10000/6387/355/3265/90993/5331/595/3587/23365/7132/3845/3709/6667/29110/4193/5829/4776/4792/54331/5732/5330/2923/10681/5604/11214/115/5579/113/2775/4775/9564/1398/6347/6348/414062/6774/3690/2793/10672/5578/5608/84699/9138/94235/581/9475/109/6654/3554/3553/7852/1385/3579/23236/5332/1869/4773/2778/5594/5880/468/3708/5894/1499/1232/1234/387/2932/111/5291/5290/59345/5156/3576/5530/4790/5295/8737/1871/3135/5603/1026/3569/9586/107/1956/2770/1021/2783/64764/5533/2185/1978/3551/114/5747/3456/3448/3442/3439/2776/7248",112
"Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","87/3519","169/9436",0.514792899408284,1.38038812128916,3.84795972856303,0.00010464802403212,0.000776929883097777,0.000447798203514569,"2475/5567/51100/10000/5599/664/3265/22800/55626/9776/7405/3845/60673/29110/643246/10645/55578/3916/22863/1965/55102/440275/23339/23604/5604/3480/7314/140775/8678/9842/10241/9110/81671/2081/55062/57521/5289/57724/596/6794/84971/4218/6237/57448/6233/10010/26003/8837/55054/598/84557/58476/9342/5594/8897/3708/64419/10533/5894/5580/7879/22808/5291/5290/9711/23001/5602/5295/55255/83734/8878/58528/6885/9474/26100/8887/27072/1508/9821/64798/1612/1514/55014/7248/170067/100130302/116442",87
"Organismal Systems","Nervous system","hsa04730","Long-term depression","37/3519","60/9436",0.616666666666667,1.65355688168987,3.91633666773964,0.000105232577825924,0.000776929883097777,0.000447798203514569,"2773/5321/5592/3265/5331/2977/5519/3845/3709/3479/4842/5330/123745/283748/5604/3480/5579/2775/10672/5578/773/8605/5518/23236/5332/2778/5594/2781/3708/5894/5593/2895/2982/2890/2770/4067/2776",37
"Environmental Information Processing","Signal transduction","hsa04340","Hedgehog signaling pathway","35/3519","56/9436",0.625,1.67590224495595,3.91206700127802,0.000109053247241969,0.000788364099853399,0.00045438853017487,"5567/23432/55733/84976/8945/51684/57758/595/408/50937/894/53944/374654/23295/64750/596/2736/8452/1454/102800317/57467/91653/2932/132884/2121/64399/1456/11127/1452/23291/2737/57154/8454/6469/5727",35
"Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","49/3519","86/9436",0.569767441860465,1.52779925586682,3.79177007535483,0.000152975224637337,0.00108331434590114,0.00062438867198913,"2475/3725/27/10000/5599/10718/3265/5058/3845/56924/399694/5604/145957/5579/5336/1398/6416/6777/5578/6654/7039/8440/2066/5594/5894/868/2932/4690/5291/5290/5062/2069/374/685/5602/1950/817/2549/5295/9542/1026/816/1956/3084/1978/5747/53358/25/5063",49
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","85/3519","166/9436",0.512048192771084,1.37302834526512,3.73926127388212,0.000158593647745843,0.00108618284646789,0.000626041986436823,"2773/480/481/5997/779/134/493/10000/5592/7417/3778/10105/150/10335/90993/5331/5138/7225/2977/775/5139/3764/3709/4659/490/488/4776/6547/624/5330/5604/4205/115/113/1258/4775/489/146850/23533/10672/84699/9475/109/6546/5581/1385/146/23236/5332/85366/4773/5594/468/3708/491/5894/387/776/111/4638/185/10242/5593/5530/8654/2982/7416/154/147/5350/9586/107/2969/2770/5294/64764/4846/2626/5533/157855/7419/114/4882/2776/492",85
"Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","60/3519","110/9436",0.545454545454545,1.46260559559792,3.76347746295064,0.00015964070654139,0.00108618284646789,0.000626041986436823,"6497/3065/353500/148738/2331/7042/7044/4838/657/2615/5519/6667/3458/1634/652/7043/26585/7057/2200/4091/4088/79875/4756/1387/9611/9241/64750/7050/4087/4092/4089/57817/2014/5518/151449/4052/3625/90/659/655/5594/9978/2033/7048/387/7018/7037/658/4086/10468/9765/285704/6500/4090/654/653/3624/57154/8454/392255",60
"Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","80/3519","155/9436",0.516129032258065,1.38397088615717,3.71703422444573,0.000174951505544593,0.00116746485430719,0.000672890405940742,"5567/2773/7482/5087/779/5929/3776/7483/89780/183/2271/6934/90993/5331/595/4297/81029/775/3709/7480/6667/949/5330/5604/5151/115/113/23746/1856/2535/7473/7484/8913/8313/84699/3949/898/109/83439/50940/8324/1385/23236/5332/1869/2778/5594/468/8911/3708/1499/776/7474/2932/111/185/57552/51176/817/8622/6932/1871/1026/196/9586/1395/816/107/1956/8326/2770/8321/1021/7472/51384/64764/9070/114/2776/2516",80
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","52/3519","93/9436",0.559139784946237,1.49930179333694,3.73156685428294,0.00018749279696973,0.00122754718016031,0.00070751998856502,"998/3725/5567/5321/779/5599/3265/5331/775/3845/3709/5330/123745/283748/5604/115/5579/113/4313/6416/5606/4215/5578/5608/8605/109/6654/10746/2797/23236/5332/2778/5594/468/3708/5894/5580/776/111/5337/5602/817/1958/5603/1081/4216/816/107/1956/2185/114/2776",52
"Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","65/3519","122/9436",0.532786885245902,1.42863797930671,3.67478765273091,0.000216054504438054,0.00138835024148157,0.000800201868289089,"998/3725/10451/5788/3586/10000/1326/5599/3265/5058/5519/3845/3458/55012/4792/5529/2353/5527/10125/56924/5604/27040/4775/9020/7409/5518/6654/7535/8440/940/1493/5133/4773/5594/9402/5894/387/868/2932/5523/4690/5291/5290/5062/1739/5522/7006/5602/5530/4790/3558/5295/1437/3567/5521/3702/5603/6885/2534/84433/5533/5520/3551/7410/5063",65
NA,NA,"hsa04081","Hormone signaling","107/3519","219/9436",0.488584474885845,1.3101117092989,3.58076013217654,0.000268250264278023,0.00169241530371771,0.000975455506465539,"3061/2980/1733/3953/55970/5567/2773/51094/183/2786/5592/657/150/2834/3481/887/796/797/5331/341208/1813/79602/5744/10411/552/3479/4842/2862/54331/1734/5330/10681/3480/6755/115/113/2775/7067/2520/6777/6774/3690/2793/10672/6752/2642/4089/4160/6794/57817/2696/94235/109/3973/2492/90/11069/30061/5173/2797/5020/551/146/23236/5332/4159/2778/5021/7068/5745/90226/387/1814/111/7200/5291/185/5290/59345/6750/5593/658/4086/4883/5618/2690/5295/4090/154/147/1812/3062/1081/117247/2099/1395/10268/107/2770/2783/3952/7201/114/3717/4882/9630/2776",107
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","97/3519","196/9436",0.494897959183673,1.32704096131206,3.56799306675798,0.000287084222503802,0.00177889687872892,0.00102530079465644,"2475/3725/3716/55970/5743/9261/2786/10000/5599/355/6934/3265/595/7132/3845/3709/29110/643246/4776/4792/54331/22863/2353/7187/10681/5604/1387/4775/5336/146850/23533/6416/7314/6774/8678/2793/5608/5289/718/3383/7538/94235/581/5610/6233/83439/6772/1385/1869/84557/57580/4773/3454/1827/5594/5155/2033/3708/5894/1233/1499/1232/1234/2932/5291/5290/59345/3576/2919/5602/5530/4790/51176/2247/3572/5295/1437/6932/1871/3135/4277/5603/1026/3459/3569/1021/2783/5294/285/5533/3551/4067/3717/3456/3448/3442/3439",97
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","51/3519","93/9436",0.548387096774194,1.470469066542,3.51608345513962,0.000406966877438793,0.0024775001135309,0.00142795395592559,"7709/1647/6258/3915/3918/5743/3914/7188/10000/3688/595/1282/1284/4792/7187/4843/9618/3674/3675/284217/3909/596/898/581/3655/2335/1286/598/1869/3911/5915/2272/5291/5290/4790/6502/3673/5295/51426/1871/1026/3910/3908/1021/3912/3551/5747/7185/10319/6256/331",51
"Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","120/3519","252/9436",0.476190476190476,1.27687790091882,3.43559868386115,0.000438368110332829,0.00262265059112917,0.00151161417356148,"5590/832/998/55616/26119/64744/9829/51100/26052/5867/3559/3799/56288/8729/22841/2869/3265/161/55048/10938/116985/408/377/4193/8411/9815/51699/11021/79720/23111/4734/6642/51324/8766/4088/5371/6457/3480/27183/9135/22905/163/11267/1213/64750/9267/11031/57132/4087/23327/9525/1785/3949/4218/58513/30846/9266/29924/8853/30845/26056/100526767/23550/10096/274/7852/3800/7456/3579/116987/27131/83737/10564/8218/26286/859/9922/64145/7048/10015/1234/387/868/7879/5584/5337/7037/2868/5156/1601/9765/64411/2264/3135/3304/60682/51534/3482/9265/644150/273/1956/57154/10095/830/653857/116988/57180/137492/23362/80223/11059/9897/50807/1211/81873/89853/1759/30011/23096",120
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","53/3519","98/9436",0.540816326530612,1.45016847318638,3.45454600534485,0.000497750650268572,0.00292744873971516,0.00168729033989346,"5567/480/481/779/493/57172/183/57118/90993/747/5331/5138/775/3709/466/490/949/5587/5330/115/5579/113/8913/5578/84699/3949/25865/109/23683/5581/4929/1385/23236/5332/2778/468/8911/3708/491/776/111/185/817/814/221955/9586/816/107/64764/114/51305/2776/492",53
"Environmental Information Processing","Signal transduction","hsa04392","Hippo signaling pathway - multiple species","20/3519","29/9436",0.689655172413793,1.84927144271002,3.53223629596774,0.000527476006935144,0.00305056957344158,0.00175825335645048,"83937/8642/7003/5058/10413/7004/26524/122786/9770/4771/1454/102800317/8994/11186/25937/166824/79633/23286/7005/6788",20
"Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","24/3519","37/9436",0.648648648648649,1.73931476233267,3.47471521834839,0.000600140496594071,0.00341391397242857,0.00196767375932482,"1647/7170/4914/6258/5979/8031/8030/6934/3265/595/3845/5604/999/581/83439/7849/5594/5468/1499/51176/51426/6932/1026/6256",24
"Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","62/3519","119/9436",0.521008403361345,1.39705464453471,3.36136376797152,0.000654983173402177,0.00366579292210573,0.00211284894645864,"3725/7412/1435/5743/7188/10000/1326/5599/355/90993/4314/7132/11035/4792/2353/7187/5604/64127/197259/6416/5606/6347/9020/5608/79651/84699/3383/3553/8837/843/1385/182/83737/4318/5594/3976/468/5291/5290/6372/2919/5602/4790/3600/5295/1437/3659/8737/1906/5603/6885/4217/7128/23118/3569/9586/64764/3551/3456/7185/153090/331",62
"Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","52/3519","97/9436",0.536082474226804,1.43747491526119,3.33978597150109,0.000736994503797836,0.00405931893361665,0.0023396650914217,"55970/5567/2773/9722/55811/2786/6262/5592/5331/4544/2893/2977/775/4842/54331/2353/6263/5330/10681/115/2903/5579/113/2775/5187/2793/8913/5578/94235/109/1385/23236/5332/2778/5594/8911/3708/776/111/59345/5593/817/2982/4543/2890/117/816/107/2770/2783/114/2776",52
"Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","56/3519","106/9436",0.528301886792453,1.4166117089439,3.32639166288642,0.000755578084289819,0.00409664992575886,0.00236118151340569,"2475/10000/6935/5328/6934/3265/90993/595/4314/3845/4193/3479/2308/4792/5604/3480/1387/113235/596/84699/898/6716/6654/7039/83439/1385/1869/4318/2078/6573/5594/5155/468/2033/5894/1499/2932/5291/5290/2119/5156/4790/51176/1950/56034/5295/6932/5159/1871/1026/9586/1956/64764/2260/5327/3551",56
"Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","62/3519","120/9436",0.516666666666667,1.38541252249692,3.2766609498709,0.000868001721928791,0.00463379380783524,0.00267077452901167,"7161/998/6195/3725/6272/4803/4914/356/9261/5664/10000/5599/3265/627/4908/3845/11213/10818/10019/4792/399694/5604/5607/4916/5336/7531/1398/4804/4215/596/4145/581/57498/6654/5594/468/3656/5894/387/5580/2932/5291/5290/5602/4790/817/2549/5295/814/5603/2309/4217/6196/816/3551/8767/4915/53358/25/2889/6197/9500",62
"Human Diseases","Substance dependence","hsa05032","Morphine addiction","49/3519","91/9436",0.538461538461538,1.44385424180821,3.28096214041715,0.000909103999527861,0.00477968314903284,0.00275486060462988,"5142/55970/5567/2773/134/2786/2869/5138/408/5139/5153/54331/2567/10681/5151/115/5579/113/2775/2793/5578/5141/773/5143/94235/109/50940/5136/2778/200959/111/59345/2868/2555/2557/2560/5144/8622/2568/1812/2570/27115/10846/5137/107/2770/2783/114/9568",49
"Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","78/3519","157/9436",0.496815286624204,1.3321821666911,3.23672165452488,0.000938759970344635,0.00486193596581475,0.00280226856819294,"54896/6513/6566/5087/5743/9261/3586/240/3988/1793/63982/10062/5031/24145/80824/196527/121601/55576/488/51761/23250/2621/4776/5732/384/29933/7057/23339/84465/5604/4240/4775/23659/9564/1398/489/3690/5175/682/558/1788/9392/10461/51454/1385/50636/10326/343702/4773/5594/8398/5468/1849/5627/961/3693/7879/23200/23355/817/84466/84868/5467/5603/55754/383/9844/27072/816/948/1846/8754/114786/5747/3717/19/6256/286410",78
"Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","37/3519","65/9436",0.569230769230769,1.52636019848296,3.28379889532845,0.000976129856511354,0.00496600780949571,0.00286225233976698,"5567/5087/779/3776/183/90993/5331/775/3709/6667/949/5330/5151/115/113/8913/84699/3949/109/1385/23236/5332/2778/468/8911/3708/776/111/185/57552/8622/9586/107/64764/114/2776/2516",37
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","60/3519","116/9436",0.517241379310345,1.38695358203251,3.23377434118913,0.00100658337076323,0.00496600780949571,0.00286225233976698,"6512/55970/5567/2773/5321/2786/6506/5331/22941/2893/2900/775/3709/81539/54407/246213/54331/5330/123745/283748/10681/9455/115/2903/5579/113/2775/2793/5578/9229/773/2901/94235/8605/50944/109/2744/23236/5332/2778/5594/85358/3708/10991/776/111/5337/59345/5530/6507/9456/2890/2898/107/2770/2783/5533/114/6505/2776",60
"Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","103/3519","216/9436",0.476851851851852,1.27865134244788,3.19486385330403,0.00101798011300614,0.00496600780949571,0.00286225233976698,"998/3725/1573/7412/10451/22926/6258/5451/356/4688/10000/5599/355/3265/5331/4312/4314/25833/7132/4973/3845/29110/4792/30001/1965/2353/7187/5330/4775/6416/5606/6347/6348/414062/6774/2081/5578/5608/596/7409/3383/3949/1548/1555/9138/5452/581/9475/338/3553/10010/4780/23236/5332/598/4318/4773/9619/5594/4689/468/3708/5468/387/2932/5291/5290/3576/2919/5602/5530/4790/817/7097/5295/3308/3593/3304/5603/6885/4217/23118/6648/3569/816/948/4846/5533/8795/3551/4067/23643/5747/3717/3456/3448/3442/3439/19/3309/7410/6256/27035",103
"Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","67/3519","132/9436",0.507575757575758,1.36103576257029,3.22130716857553,0.00102121696991532,0.00496600780949571,0.00286225233976698,"55970/5567/2773/2786/10000/3799/5599/406/90993/5331/408/2893/5519/1813/775/3709/55012/54331/5529/2353/5527/5330/10681/2903/5579/2775/2793/5578/2774/84699/773/94235/5518/3800/6323/1385/23236/5332/2778/1312/468/3708/776/1814/2932/111/5523/59345/5522/9575/5602/5530/817/5521/2890/1812/5603/9586/816/1644/2770/2783/64764/5533/5520/2776/4128",67
"Organismal Systems","Digestive system","hsa04971","Gastric acid secretion","42/3519","76/9436",0.552631578947368,1.48185040606632,3.25245204635508,0.00104080580818111,0.00496600780949571,0.00286225233976698,"6548/5567/2773/480/481/3776/3784/887/5331/3758/3709/54207/5330/115/5579/113/2520/5578/3759/6752/109/389015/23236/5332/85366/2778/9992/3772/3708/111/4638/6750/817/3274/60/816/107/2770/1080/115111/114/2776",42
"Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","47/3519","87/9436",0.540229885057471,1.44859596345618,3.24162078878856,0.00104472210401495,0.00496600780949571,0.00286225233976698,"2475/3725/1647/7042/10000/5599/6934/3265/595/3845/2353/7043/5604/4088/8313/4087/4089/5366/596/581/6654/4436/2956/7039/83439/5594/5880/5894/7048/4292/1499/387/2932/5291/5290/2069/374/5602/51176/1950/5295/51426/4437/6932/1026/5898/1956",47
"Metabolism","Glycan biosynthesis and metabolism","hsa00512","Mucin type O-glycan biosynthesis","23/3519","36/9436",0.638888888888889,1.71314451706609,3.3059377537295,0.00106400338127705,0.0049893131527451,0.00287568481426231,"256435/2590/374378/11226/50614/57452/9245/6483/10610/2589/10331/79623/11227/2591/9334/117248/51301/55568/56913/168391/6482/2650/29071",23
"Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","58/3519","112/9436",0.517857142857143,1.38860471724922,3.19040449203105,0.00116737125732882,0.00540103768390803,0.00311299001954353,"3716/2773/3915/3918/3586/3914/7042/10000/3688/240/5599/10105/3587/7132/3458/4792/7043/4261/2775/146850/23533/5606/4843/6774/5608/284217/3909/596/3949/3655/6772/598/3911/3460/5594/1234/5602/4790/7097/3593/3304/3117/3112/3108/5603/6885/3910/3908/3459/23118/2770/5294/3912/3551/23643/3717/10319/331",58
"Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","106/3519","224/9436",0.473214285714286,1.26889741403808,3.14096770614591,0.00120620231344825,0.00550726582587558,0.00317421661433751,"6513/3725/3716/5567/7042/10000/3559/8829/5599/1959/7417/9184/3265/90993/8061/595/25906/4316/472/2113/894/7132/3845/9700/4801/8900/8881/4776/4792/387332/2353/7043/83660/5604/4088/64784/1387/115/113/4775/55697/6416/6777/9020/996/4215/4087/4089/84699/8498/3383/23373/898/7538/581/109/7514/3554/1385/598/1869/4773/2114/5594/11200/468/2033/8850/7048/111/25847/5291/545/5290/1739/29945/5602/5530/4790/3558/3600/10393/5295/1437/7416/1958/4488/1871/3135/3117/3112/3108/1026/9519/8379/3569/9586/107/8295/64764/5533/3551/7419/114/7094/331",106
"Organismal Systems","Excretory system","hsa04961","Endocrine and other factor-regulated calcium reabsorption","31/3519","53/9436",0.584905660377358,1.56839153490218,3.19995947969885,0.00134782762695511,0.00598241261217344,0.00344807643352936,"5567/480/481/26052/493/161/5331/7421/490/6547/624/5330/8766/115/5579/163/1213/5578/1785/6546/23236/5332/2778/8218/491/5745/2099/1211/2776/1759/492",31
"Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagocytosis","52/3519","99/9436",0.525252525252525,1.40843501798319,3.15040718325417,0.0013619901912441,0.00598241261217344,0.00344807643352936,"998/55616/8613/10451/2212/5321/5788/10000/1793/5058/9846/10810/123745/283748/5604/5579/27040/5336/1398/5578/8612/7409/1785/8605/8853/5581/10096/274/3635/5594/5880/8398/5894/5580/5291/5337/5290/4651/5295/8936/4082/85477/273/3984/10095/653857/57180/4067/50807/2934/81873/7410",52
"Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","52/3519","99/9436",0.525252525252525,1.40843501798319,3.15040718325417,0.0013619901912441,0.00598241261217344,0.00344807643352936,"2475/8613/3725/126969/5321/10000/5599/3265/8525/3845/6667/10810/2353/123745/283748/5604/5579/8526/5578/8612/57153/8605/6654/8527/5594/5880/5155/5894/5291/5337/5290/1608/5130/1609/5156/5602/1950/56034/5295/6583/5159/8936/6580/6581/1607/1956/9162/1978/10434/23446/7248/9468",52
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","62/3519","122/9436",0.508196721311475,1.36270084180025,3.1094971501089,0.0014860597058247,0.00644578397401463,0.00371514926456175,"5590/2773/134/8560/10000/5599/259230/8879/3265/5331/9846/5519/7132/3845/171546/55012/5529/9517/624/123099/5527/5330/5604/4363/5579/10672/5578/596/79603/581/5518/9475/5581/130367/23236/5332/55304/5594/5880/5894/387/5523/5291/165679/5337/5290/5522/5602/4790/166929/5295/5521/5603/2534/4217/2770/4846/5520/8439/2776/1903/10558",62
"Environmental Information Processing","Membrane transport","hsa02010","ABC transporters","27/3519","45/9436",0.6,1.60886615515772,3.1571991076535,0.00161074377604957,0.00690034679369385,0.00397714512604833,"24/5825/23456/6833/10060/10257/21/4363/368/85320/8714/10350/23460/10349/23461/64241/8647/26154/9619/10057/9429/89845/154664/5243/1080/1672/19",27
"Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","40/3519","73/9436",0.547945205479452,1.46928415996138,3.10398500702304,0.00168686749737096,0.0071383295315576,0.00411431096919747,"1647/6258/83593/10000/3799/5979/3265/595/3845/5604/5579/5336/6777/6774/5578/581/238/6654/27436/7039/3800/1869/6789/5594/5894/5915/11186/2272/5291/5290/1950/5295/51426/1871/1026/2309/1956/1021/4233/6256",40
"Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","64/3519","128/9436",0.5,1.34072179596476,2.99299860768023,0.00211701320300999,0.0088458210314293,0.00509845592589585,"84618/205/5142/26289/55811/11164/132/9060/953/22978/6240/5138/2977/5139/5153/51292/957/122481/5151/115/113/3000/56953/124583/5141/5143/55821/6241/93034/109/7498/284958/50940/5136/471/955/5152/956/2272/111/1633/53343/9061/8654/2982/5144/102157402/8622/5145/4907/221264/5169/27115/10846/221823/5137/107/50484/114/50808/4882/9615/203/158067",64
"Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","79/3519","163/9436",0.484662576687117,1.29959536050572,2.97542191211234,0.00214135148887626,0.0088458210314293,0.00509845592589585,"3339/3725/3716/356/7042/10000/5599/1959/355/3265/90993/3845/6778/29110/8900/4776/4792/2353/7043/7187/5604/4088/1387/5579/4775/6416/5606/6777/6774/5578/5608/4089/596/84699/898/581/10971/6654/64135/6772/6775/843/1385/1869/7529/4318/4773/3454/5594/468/2033/5894/7048/5291/5290/3576/5602/4790/7097/5295/1871/5603/1026/6885/23118/3569/9586/64764/2185/3551/7419/7534/3717/3456/3448/3442/3439/23586/1654",79
"Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","135/3519","298/9436",0.453020134228188,1.21474793594123,2.90496801176155,0.00243011936021274,0.00992060491757438,0.00571792790638293,"943/163702/353500/3953/149233/3595/1435/4803/3570/356/8995/7292/3586/50604/7042/3559/6387/2662/4838/657/355/84957/3587/643/7132/94/10220/3458/50616/53342/55504/8600/652/7043/3603/3566/50615/6367/27189/6347/6356/6355/6346/6360/6348/414062/4804/8792/8740/3594/9518/282618/151449/3554/8808/9173/10913/3553/27178/27177/26525/84639/3557/3625/7852/90/2660/659/3579/57007/655/3454/3460/23765/3976/5008/7048/1233/10803/2829/1232/729230/1234/53833/3556/768211/3576/6372/5197/2919/5196/10563/658/3558/3600/5618/3575/3977/9180/2690/56477/3572/85480/1437/3567/3578/1436/3593/654/27242/653/53832/3459/3569/3624/10344/3952/8795/8794/8793/3574/392255/4982/90865/3456/3448/3442/3439/338376/56832/6366/9966/944/60401/2833",135
