"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","68/3680","139/9436",0.489208633093525,1.25439474507351,2.41589797412862,0.0105141684804308,0.0282822981605388,0.0151857023340372,"5293/3725/5567/2773/3310/10000/3265/90993/3845/3709/3875/6667/6655/2100/2353/801/3320/207/399694/5604/115/5595/2775/5914/390792/3884/8688/8689/3866/3861/596/5605/9687/8648/109/6654/1386/1385/23236/5332/6714/4318/8202/2778/3763/7031/5594/468/3708/5894/5580/111/5291/5290/5295/2289/2099/2852/9586/107/1956/2770/64764/10499/114/2776/53358/9568",68
"Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","53/3680","105/9436",0.504761904761905,1.29427536231884,2.42448179187618,0.0106975477827629,0.0285542236970671,0.0153317081582918,"1647/7412/5743/7188/142/6387/5328/4791/283106/472/23085/7132/51135/8600/4792/7187/597/5579/27040/1540/1459/5336/9020/7706/8792/596/51588/8740/3383/10848/7535/3554/10913/3553/8837/1457/598/5335/958/29775/10454/3576/2919/8737/6885/7128/23118/3551/4067/23643/23586/60401/331",53
"Metabolism","Amino acid metabolism","hsa00280","Valine, leucine and isoleucine degradation","27/3680","48/9436",0.5625,1.44232336956522,2.45645284983904,0.0113085712347812,0.0299547650264814,0.0160837051712034,"1892/38/586/217/65985/5095/18/197322/10449/84693/26275/316/5096/56922/1962/3033/64902/5019/3157/64087/501/54511/594/39/1738/549/3028",27
"Organismal Systems","Excretory system","hsa04961","Endocrine and other factor-regulated calcium reabsorption","29/3680","53/9436",0.547169811320755,1.4030147662018,2.35246139020555,0.0144132223939476,0.0378893043234834,0.020344022039304,"5567/480/26052/493/161/7421/490/6547/624/8766/115/5579/163/1213/5578/1785/1175/6546/23236/5332/2778/8218/491/5745/2099/1211/2776/1759/492",29
"Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","69/3680","143/9436",0.482517482517482,1.23723776223776,2.28564268479469,0.0145875903813929,0.0380593523484462,0.0204353264543455,"5293/3725/3716/1435/2212/4688/7042/10000/5599/4791/8061/9846/7132/3709/3458/488/8600/4792/2353/207/5604/5595/1540/5336/489/9020/3690/8792/54/3727/7040/2355/5534/3554/2274/3553/6772/1385/10326/4773/3454/3460/5594/4689/10454/3708/5468/7048/4286/5291/5290/7006/5602/5530/5295/814/1436/5601/5603/6885/2534/3459/23118/5879/3551/169200/4982/3456/7046",69
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","99/3680","213/9436",0.464788732394366,1.19177893447642,2.26354466061284,0.0147333300262803,0.0381527277546214,0.0204854628016623,"2782/5293/2475/3725/55970/2773/919/356/7188/2786/10000/5599/355/8945/3265/7465/1072/5058/8065/472/916/7132/3845/3709/51135/5829/1073/4792/54331/2353/801/207/56924/2923/10681/5604/5579/5595/2775/164/5336/1398/5606/2793/5578/596/2767/5605/94235/581/3661/5534/7852/130340/598/25939/5335/4773/637/1399/5594/5880/10454/9978/3708/5894/1234/5291/545/5290/59345/5062/5602/5530/5295/6500/995/23291/5601/8737/3135/5603/6885/23118/5879/54205/3984/2770/2783/1174/8454/2185/3551/5747/3456/3439/2776/8905/8450",99
"Metabolism","Carbohydrate metabolism","hsa00640","Propanoate metabolism","19/3680","32/9436",0.59375,1.52245244565217,2.36700902805398,0.0154630030983133,0.0391672490765693,0.021030192891105,"1892/3939/3948/160287/3945/32/5095/18/31/84693/26275/55902/8801/5096/1962/8310/594/55862/1738",19
"Cellular Processes","Transport and catabolism","hsa04136","Autophagy - other","19/3680","32/9436",0.59375,1.52245244565217,2.36700902805398,0.0154630030983133,0.0391672490765693,0.021030192891105,"2475/441925/9776/23710/60673/55102/9706/8678/55062/57521/5289/84971/55054/23192/10533/83734/9474/26100/5516",19
"Metabolism","Glycan biosynthesis and metabolism","hsa00603","Glycosphingolipid biosynthesis - globo and isoglobo series","11/3680","16/9436",0.6875,1.76283967391304,2.44175609646668,0.0154637265806628,0.0391672490765693,0.021030192891105,"127550/6489/3073/6483/2524/10317/53947/8706/3074/6482/26301",11
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","71/3680","148/9436",0.47972972972973,1.23008960047004,2.25580322532068,0.015640224932344,0.0393272322574158,0.0211160931580846,"5293/2475/1870/26508/3725/1647/4853/89780/10000/4791/6934/3265/595/2249/81029/4040/3845/6667/3479/675/8600/6655/2100/2353/207/399694/5604/3480/5595/2064/2535/7473/7484/8313/5605/4854/581/8648/6654/83439/8324/1869/8202/5594/5894/1499/7474/2932/5291/5290/3280/2250/1950/2247/5295/51426/324/2246/1452/2324/1871/2099/1956/8326/8321/1021/51384/2260/53358/4851/8823",71
"Human Diseases","Substance dependence","hsa05032","Morphine addiction","46/3680","91/9436",0.505494505494505,1.29615384615385,2.26977542443199,0.0161290212894164,0.0402645351613489,0.0216193621221257,"2782/5142/55970/5567/2773/134/2786/2869/5138/408/5139/54331/2567/10681/5151/115/5579/2775/2793/5578/5141/773/5143/94235/109/50940/5136/2778/3763/111/59345/2868/2555/2557/2560/5144/8622/2568/1812/27115/5137/107/2770/2783/114/9568",46
"Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","31/3680","58/9436",0.53448275862069,1.37048350824588,2.26288368904957,0.0176470643847072,0.043460454238482,0.0233353568943161,"978/84618/1503/1806/7371/953/22978/957/1854/4833/56953/124583/129607/6241/93034/790/284958/151531/51733/956/1633/1635/4907/221264/51020/5169/5167/7378/50484/1807/56474",31
"Environmental Information Processing","Membrane transport","hsa02010","ABC transporters","25/3680","45/9436",0.555555555555556,1.42451690821256,2.28233714336491,0.0176597234801901,0.043460454238482,0.0233353568943161,"24/5825/23456/6833/10060/10257/5826/21/4363/85320/8714/23460/10349/8647/26154/9619/10057/9429/154664/5244/5243/1080/11194/1672/19",25
"Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","100/3680","217/9436",0.460829493087558,1.18162692847125,2.16422628311337,0.0187533898621502,0.0458269456490573,0.0246060044892557,"5293/2475/6195/3725/5567/2773/2948/4853/405/1141/6258/4259/10000/9446/3265/90993/9049/595/2249/408/406882/775/4257/3845/7421/10728/8600/688/6655/2100/2353/3320/207/1139/5604/54852/1544/1143/115/5579/5595/23746/990/6777/6774/5578/3838/596/5605/773/109/6654/1386/1385/54658/1869/6714/2778/5594/468/406883/5894/776/3836/111/5291/3840/5290/604/55584/2250/1950/2247/5295/154/7422/2938/221357/3841/2099/6196/196/9586/107/1956/2770/402569/1576/64764/2053/1978/114/3717/9314/6256/6197/367/8823/27330/331",100
"Genetic Information Processing","Replication and repair","hsa03440","Homologous recombination","23/3680","41/9436",0.560975609756098,1.43841463414634,2.24938112946345,0.0194669149874622,0.0469098576433985,0.0251874557951814,"6118/8438/57804/10714/4361/472/5893/675/5890/641/5892/146956/83990/5424/9577/11073/84142/10111/6119/5425/7516/4683/25788",23
"Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","23/3680","41/9436",0.560975609756098,1.43841463414634,2.24938112946345,0.0194669149874622,0.0469098576433985,0.0251874557951814,"1870/3265/595/4312/3845/4193/7057/5604/5595/999/2064/5605/1869/6714/4318/5594/5894/3576/1950/1871/7422/1956/1612",23
"Metabolism","Lipid metabolism","hsa00561","Glycerolipid metabolism","34/3680","65/9436",0.523076923076923,1.34123745819398,2.20726703200588,0.0197659229613248,0.0473018983971014,0.0253979554566569,"8513/57678/119548/196051/8525/26007/84649/1606/217/160851/3990/8526/9388/129642/116255/8527/64900/56894/11343/1608/1609/84803/2713/501/56895/1607/231/57016/441282/9162/55750/55326/84513/2710",34
"Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","53/3680","109/9436",0.486238532110092,1.24677901874751,2.0719771544398,0.0251380385114191,0.0597458860511125,0.0320795444594173,"5590/5293/2475/6195/5792/10000/5599/5507/90993/5837/1374/7132/32/2308/9882/8660/4792/5836/207/5579/6720/6774/3643/376497/5581/2673/1385/3667/57761/5770/5580/2932/5291/5290/10891/5602/5295/28965/133522/5601/9945/6196/3569/9586/948/5506/64764/51422/3551/5524/6197/8473/27330",53
NA,NA,"hsa04382","Cornified envelope formation","99/3680","217/9436",0.456221198156682,1.16981065918654,2.02342623342047,0.026095010328451,0.0615984257413095,0.0330742343582945,"23254/353238/149461/7062/254910/353142/26239/353139/353137/353135/353134/122526777/3713/6699/6280/6283/6278/6273/140576/57402/84283/3918/5317/3914/5525/1308/5519/644672/6768/144501/3855/3888/9119/3853/319101/3849/374454/338785/196374/3856/3875/121214/9071/1282/1284/55012/5529/9517/5527/7082/5045/5046/5493/1366/642/390792/3884/8688/8689/3866/3861/3728/3691/2125/3909/1830/1829/126410/376497/151516/3655/26154/1286/7053/55304/3911/23562/7122/51099/5523/5010/9076/10686/5522/100132463/5521/1832/1041/285848/667/49861/5520/2053/5516/5339/57704/10558/7357/100288814",99
"Metabolism","Lipid metabolism","hsa00600","Sphingolipid metabolism","29/3680","55/9436",0.527272727272727,1.35199604743083,2.0932882348023,0.0264705840238204,0.0620627882180113,0.0333235659474837,"8560/56624/259230/8879/5660/142891/55331/9517/2581/123099/3073/55512/9331/125981/79603/10715/56848/130367/4759/55304/9334/2720/166929/3074/2760/340485/57704/10558/7357",29
"Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","51/3680","105/9436",0.485714285714286,1.2454347826087,2.02209303843502,0.0282821282466557,0.0658650906146947,0.035365148001823,"5293/3725/2207/5743/9261/3586/10000/5599/1959/4791/3265/4046/22800/5058/23365/3845/3709/4193/4792/801/207/5595/1540/6367/5336/8844/9020/6237/5534/3553/6772/6714/4773/5594/3708/5894/387/5580/868/22808/5291/3592/5290/5602/5530/5295/3659/5601/5603/3569/3551",51
"Human Diseases","Infectious disease: bacterial","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","36/3680","71/9436",0.507042253521127,1.30012247397428,2.02958979357897,0.0293310143728093,0.0678524132490989,0.0364322073262263,"998/3725/50848/5599/10312/5058/83700/4792/7082/1445/5336/6416/28964/535/9020/6714/5335/150084/523/3576/2919/5602/8992/5601/5603/5879/10392/1956/4233/5803/50617/3551/51606/4067/528/9550",36
"Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","21/3680","38/9436",0.552631578947368,1.41701945080092,2.05951452354707,0.0305274929531538,0.0698316300517491,0.0374949143611697,"5293/480/53828/3758/6337/3845/3479/9351/6338/5579/5595/5578/23327/3643/3667/5594/5291/5290/4306/5295/6446",21
"Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","74/3680","159/9436",0.465408805031447,1.19336888159694,1.96614633552341,0.030589071377135,0.0698316300517491,0.0374949143611697,"5293/1870/149461/3716/356/10000/355/3265/595/5519/644672/7132/3845/3458/949/9071/4792/6655/1965/7187/207/440275/5604/8554/5595/7531/1366/6774/5605/581/3661/10971/5610/6654/6772/8837/1869/7529/3454/23562/637/7122/5594/7533/5894/1499/2932/5291/5010/5290/9076/10686/5522/1950/100132463/5295/5521/8737/1871/49861/54205/1956/7532/1021/5520/5516/3551/7534/3646/3456/3439/23586/6256/100288814",74
"Genetic Information Processing","Folding, sorting and degradation","hsa03018","RNA degradation","39/3680","78/9436",0.5,1.2820652173913,2.00004508073568,0.0308971345976756,0.070027333312892,0.0375999939219836,"2023/5214/1656/28960/9924/255967/80153/80349/64282/23019/23644/10200/10140/4849/87178/10438/22803/80336/10766/27258/25904/23016/54464/170506/5393/132430/11157/11044/9652/167227/3313/57472/154197/23658/27257/26986/54512/84186/23404",39
"Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","65/3680","138/9436",0.471014492753623,1.20774259609326,1.96564368650717,0.0310784130552892,0.070027333312892,0.0375999939219836,"5590/5293/2475/5792/8569/5567/10000/5599/3098/5507/10580/3632/3265/5837/3636/3845/32/2308/8660/6655/5836/801/207/399694/5604/5595/5257/1398/6720/31/57521/5605/9322/3643/6654/3099/3667/9470/5770/1399/5594/5894/5576/868/2932/5291/5584/5290/10891/5602/1977/5295/5601/2645/5260/5577/5506/51422/1978/3551/6194/53358/8789/2889/7248",65
"Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","79/3680","171/9436",0.461988304093567,1.18459827103992,1.94776896378321,0.0316330502246331,0.0708124245964517,0.0380215354271863,"10277/26232/1650/57134/10905/3310/824/64215/5599/7321/54788/25956/258010/51035/84447/3703/10970/10808/30001/1965/6400/3320/2923/79748/267/9709/2081/55666/5034/596/3337/23645/581/10130/56886/23190/4780/3300/80343/6238/10483/111089941/80331/7353/7494/91445/468/9978/9695/6396/201595/6184/6747/7095/51726/7466/22872/5602/7323/9871/10299/6500/64374/7322/821/5601/81567/51465/11231/4217/5071/51619/8454/79139/3301/7415/3309/51360/84061",79
"Organismal Systems","Endocrine system","hsa04916","Melanogenesis","49/3680","101/9436",0.485148514851485,1.24398407232028,1.97105830214705,0.0318349805102204,0.0708124245964517,0.0380215354271863,"5567/2773/89780/6934/3265/90993/81029/3845/4254/1638/801/5604/1387/115/5579/5595/2775/2535/7473/7484/5578/5605/109/83439/8324/1385/23236/5332/434/2778/5594/5894/1499/7474/4286/2932/111/817/815/1906/107/8326/2770/8321/51384/64764/114/7306/2776",49
"Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","42/3680","85/9436",0.494117647058824,1.2669820971867,1.97695618176924,0.0321292055386164,0.0710116835789803,0.0381285241725451,"978/84618/1503/205/26289/7371/132/953/22978/51292/957/122481/122622/1854/4833/56953/124583/129607/6241/93034/7498/1716/284958/151531/158/956/1633/1635/102157402/2766/4907/221264/51020/5169/5167/7378/50484/50808/9615/203/158067/56474",42
"Metabolism","Glycan biosynthesis and metabolism","hsa00514","Other types of O-glycan biosynthesis","25/3680","47/9436",0.531914893617021,1.36389916743756,1.99965369676566,0.033471668609314,0.073510563338177,0.0394702554553536,"6487/8703/23127/2590/374378/50614/145173/57452/29954/2589/79709/79623/11227/23509/23275/117248/285203/6480/152002/55568/56913/168391/63917/8473/29071",25
"Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","17/3680","30/9436",0.566666666666667,1.45300724637681,1.98699950181514,0.0374609823212542,0.0816408794793404,0.0438356913934271,"2352/2348/6472/10257/4363/113235/8714/3553/471/2618/6573/200895/10057/9429/3569/3551/2356",17
"Metabolism","Glycan biosynthesis and metabolism","hsa00513","Various types of N-glycan biosynthesis","23/3680","43/9436",0.534883720930233,1.37151162790698,1.9522658022355,0.0376442095581973,0.0816408794793404,0.0438356913934271,"1650/57134/6487/199857/10905/8703/338707/79796/3703/283358/25834/440138/2530/3073/284004/64377/79087/201595/6184/3074/4124/84061/79868",23
"Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","46/3680","95/9436",0.48421052631579,1.24157894736842,1.89216354136754,0.038056743004631,0.0820229181528381,0.0440408206068629,"3725/6280/6278/5743/7188/5599/8061/4312/4314/4322/3458/51433/4792/2353/3320/7187/5597/5595/27189/6347/6354/5596/1994/3727/3553/4318/29761/23765/5594/132014/2932/3576/6372/2919/5602/1437/3567/5601/5603/112744/6885/10758/7128/23118/3569/3551",46
"Cellular Processes","Cell growth and death","hsa04210","Apoptosis","64/3680","137/9436",0.467153284671533,1.19784195493494,1.86506951475852,0.0387002266175767,0.0828949298536982,0.0445090325621252,"5293/3725/1647/4803/4914/356/824/142/10000/5599/355/3265/8722/1075/472/7132/3845/3709/10376/7846/84790/8739/56616/4792/1965/2353/207/5604/1512/597/5595/9020/5414/2081/5366/596/5605/27113/581/8837/843/598/637/5594/468/3708/5894/5291/8743/5290/5602/1519/5295/5601/8737/1616/4217/60/54205/1508/3551/1514/153090/331",64
"Metabolism","Metabolism of cofactors and vitamins","hsa00790","Folate biosynthesis","16/3680","28/9436",0.571428571428571,1.46521739130435,1.97115498161617,0.0393050547884665,0.0829875360992103,0.0445587559216145,"249/5092/5805/121278/5053/55034/250/248/200895/5860/4338/4337/231/57016/441282/2356",16
"Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","27/3680","52/9436",0.519230769230769,1.3313754180602,1.91585408735188,0.0393856246766769,0.0829875360992103,0.0445587559216145,"1491/56267/10768/26227/4548/3939/3948/160287/51074/3945/586/1786/84245/1788/4190/191/2937/4357/58478/64902/23743/635/27430/2729/4191/23382/4507",27
"Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","35/3680","70/9436",0.5,1.2820652173913,1.89389521627112,0.0394609321509213,0.0829875360992103,0.0445587559216145,"2475/3953/6258/51094/10000/5599/51703/1374/79602/7132/32/10645/8660/4792/207/23205/6774/6794/81616/2181/3667/10891/5602/2180/23305/5601/4794/4852/948/3952/51422/3551/3717/6256/2182",35
"Organismal Systems","Digestive system","hsa04977","Vitamin digestion and absorption","15/3680","26/9436",0.576923076923077,1.47930602006689,1.95676744787912,0.0411610557448051,0.0860414839966708,0.0461985216666487,"25974/10560/8029/949/5826/81693/4363/113235/338/8884/151056/80704/6573/686/9963",15
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","26/3680","50/9436",0.52,1.33334782608696,1.88963020965975,0.0418780183102389,0.087016002117682,0.0467217727129675,"7412/3586/1379/7042/3043/22914/3458/7043/7057/6347/5175/3383/7040/6382/3553/2995/958/54106/3592/3576/2993/7058/3569/948/4233/6383",26
"Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","37/3680","75/9436",0.493333333333333,1.26497101449275,1.84205395384965,0.0435792899684014,0.0900119858275909,0.0483304155664602,"5293/2948/4259/356/10000/355/9446/472/4257/4193/540/207/5595/2064/5366/596/2067/27113/581/4436/2956/598/637/5594/7155/5291/5290/5295/5429/2938/221357/5980/4217/54205/7507/1317/331",37
"Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","20/3680","37/9436",0.540540540540541,1.38601645123384,1.88104991492255,0.0448861339052289,0.0921626536397304,0.0494851803252913,"7412/356/3586/355/3043/3458/5579/3250/5578/3383/3553/23236/5332/8542/54106/3592/2150/3910/3569/2776",20
"Metabolism","Glycan biosynthesis and metabolism","hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate","9/3680","14/9436",0.642857142857143,1.64836956521739,1.94110736543406,0.0495313193378299,0.10110216358957,0.0542850992123585,"6487/8703/2530/6483/4166/10678/93010/8702/6482",9
"Genetic Information Processing","Folding, sorting and degradation","hsa04130","SNARE interactions in vesicular transport","18/3680","33/9436",0.545454545454545,1.39861660079051,1.83406026606935,0.050440091972313,0.102355040435045,0.0549578102745423,"9554/8674/10228/6809/6843/2054/8773/112755/9482/9570/10791/9342/53407/662/8417/8676/10282/55014",18
"Organismal Systems","Digestive system","hsa04971","Gastric acid secretion","37/3680","76/9436",0.486842105263158,1.2483266590389,1.73790761569035,0.0537726828777723,0.108483261387134,0.0582482550144779,"6548/5567/2773/480/3776/3784/887/3758/3709/54207/801/115/5579/91807/5578/6752/109/389015/23236/5332/85366/2778/9992/3772/3708/111/4638/6750/817/815/3274/60/107/2770/1080/114/2776",37
"Genetic Information Processing","Replication and repair","hsa03430","Mismatch repair","13/3680","23/9436",0.565217391304348,1.44929111531191,1.72489311295118,0.0670007206803493,0.134388728763475,0.0721577582015322,"6118/9156/57804/10714/5985/27030/3978/5424/4436/2956/5984/6119/5425",13
"Organismal Systems","Environmental adaptation","hsa04710","Circadian rhythm","18/3680","34/9436",0.529411764705882,1.35748081841432,1.66961580641463,0.0690654568468365,0.13773398578076,0.0739539374585,"8945/406/79365/26224/6095/5187/1453/1628/4862/1385/102800317/9978/9975/9575/6500/23291/8454/51422",18
"Metabolism","Carbohydrate metabolism","hsa00630","Glyoxylate and dicarboxylate metabolism","17/3680","32/9436",0.53125,1.36219429347826,1.64094774501915,0.0736215287366998,0.145151536770653,0.0779366661865782,"81888/112817/38/6472/5095/4190/84693/54363/55902/50/5096/64902/39/4191/1738/2731/48",17
"Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","17/3680","32/9436",0.53125,1.36219429347826,1.64094774501915,0.0736215287366998,0.145151536770653,0.0779366661865782,"441925/5599/7132/56616/8678/5414/5366/596/27113/581/57448/598/637/5602/5601/54205/331",17
"Metabolism","Global and overview maps","hsa01212","Fatty acid metabolism","28/3680","57/9436",0.491228070175439,1.25957284515637,1.5716393222115,0.0767012813489954,0.150369178689838,0.0807381908936794,"51102/5538/6342/83401/51703/1892/51144/1374/38/51495/23205/197322/31/10449/81616/2181/201562/1962/8310/3033/79071/2180/79993/23305/7923/39/401494/2182",28
"Cellular Processes","Cell motility","hsa04814","Motor proteins","87/3680","197/9436",0.441624365482233,1.13238247627455,1.50136262040287,0.0773718303868861,0.150831601933986,0.0809864812447004,"23095/832/57576/7170/7139/7135/127602/55083/3799/79659/10376/7846/84790/4637/4633/92558/196385/23026/1778/3831/55930/4644/4643/7168/4649/374654/4629/55567/3801/4641/10749/4628/8735/4621/51168/399687/4642/80179/4635/51174/64446/8632/10627/103910/84617/4645/4542/79784/3797/72/1639/1768/4648/3800/140469/1781/4430/56171/547/55614/10398/81027/84700/4627/10126/51143/64147/25981/7134/22989/1767/4651/3796/51164/285643/63971/203068/1769/221458/60/64005/1780/93408/830/23303/84376/27019",87
NA,NA,"hsa03273","Virion - Lassa virus and SFTS virus","10/3680","17/9436",0.588235294117647,1.50831202046036,1.67720794546952,0.0781981214656033,0.151590771779689,0.0813941046716364,"5101/3916/4629/4628/79784/8828/4627/7037/5099/27328",10
"Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","51/3680","111/9436",0.45945945945946,1.17811398354877,1.50927908891489,0.0798982290315235,0.15402603041077,0.0827016756642085,"5293/10459/6195/5567/2773/10000/5599/119504/387778/25906/3845/3479/51433/8900/8881/3320/207/5604/64506/3480/9088/115/5347/5595/996/51343/109/699/5594/5894/111/25847/5291/5290/29945/5602/10393/5295/995/6793/80315/5601/5603/6196/8379/107/100505767/2770/114/6197/27330",51
"Metabolism","Metabolism of cofactors and vitamins","hsa00730","Thiamine metabolism","9/3680","15/9436",0.6,1.53847826086957,1.66878263331224,0.0817822781084148,0.156787019357016,0.0841841420482083,"249/205/26289/79178/122481/250/248/203/158067",9
"Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","30/3680","62/9436",0.483870967741935,1.24070827489481,1.5204034958617,0.0833200388323984,0.157619202890327,0.084630968941568,"5293/2475/3065/5567/3310/10000/23411/3265/81570/3845/3479/2308/8660/207/3480/115/57521/3643/109/3667/111/5291/5290/5295/9474/2309/6648/107/51422/114",30
"Metabolism","Lipid metabolism","hsa00062","Fatty acid elongation","15/3680","28/9436",0.535714285714286,1.37364130434783,1.58314141338916,0.0837378337158898,0.157619202890327,0.084630968941568,"11332/51102/5538/284486/117145/83401/1892/51144/51495/10449/201562/3033/79071/79993/401494",15
"Organismal Systems","Endocrine system","hsa04924","Renin secretion","33/3680","69/9436",0.478260869565217,1.22632325141777,1.50864802267978,0.0840332926072349,0.157619202890327,0.084630968941568,"1907/5567/2773/134/3778/2977/775/5139/3709/84876/5732/801/5534/5136/1385/23236/5332/2778/1908/3708/776/111/185/5530/1909/2982/154/1906/117/5137/2770/1508/2776",33
"Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","33/3680","69/9436",0.478260869565217,1.22632325141777,1.50864802267978,0.0840332926072349,0.157619202890327,0.084630968941568,"3065/3725/5567/23411/90993/2893/775/2353/801/2903/5579/5578/5534/1386/1385/5173/2778/468/776/111/5530/817/2891/814/815/2890/1812/9586/1644/64764/23237/2902/4128",33
"Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","25/3680","51/9436",0.490196078431373,1.25692668371697,1.47099646748542,0.0932276182655412,0.17368143217632,0.0932553116796866,"26119/27329/6272/3988/114879/949/27141/3990/10948/350/9218/9388/51129/348/341/338/8647/9217/57552/7416/29116/948/6770/7419/19",25
"Organismal Systems","Endocrine system","hsa04911","Insulin secretion","40/3680","86/9436",0.465116279069767,1.19261880687563,1.43475113689962,0.0935977746886799,0.17368143217632,0.0932553116796866,"5567/3782/480/6262/3778/3767/6833/90993/775/115/5579/5578/2767/3783/54795/109/11069/1386/1385/23236/5332/2778/468/776/111/10242/27094/817/3781/815/9586/117/2645/107/27445/64764/157855/9699/114/2776",40
"Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","33/3680","70/9436",0.471428571428571,1.20880434782609,1.40199333736294,0.101222755680009,0.186831362877464,0.100315944878845,"8672/27/1604/1982/595/8082/4842/6645/284217/1837/3383/940/6640/958/637/5880/859/941/6444/3135/3117/3108/2534/3908/60/5879/54205/8910/857/137868/6641/25/1756",33
"Metabolism","Metabolism of other amino acids","hsa00410","beta-Alanine metabolism","16/3680","31/9436",0.516129032258065,1.3234221598878,1.4421342426225,0.105229487359866,0.193199111713616,0.103735000070711,"1806/1892/221/51380/217/18/314/55748/26275/54498/51733/339896/1962/8310/501/1807",16
"Organismal Systems","Digestive system","hsa04978","Mineral absorption","29/3680","61/9436",0.475409836065574,1.21901282965075,1.3720922287222,0.108139200206934,0.197496328798979,0.106042318208462,"480/493/115019/7779/2495/341208/7421/4891/490/540/6547/3163/4502/4501/113235/6546/30061/6523/491/7018/1181/10568/475/26872/261729/1811/1317/795/492",29
"Metabolism","Metabolism of cofactors and vitamins","hsa00760","Nicotinate and nicotinamide metabolism","19/3680","38/9436",0.5,1.2820652173913,1.39302234149789,0.110850730127135,0.201388499236208,0.108132153389379,"65220/84618/23057/23411/22978/4837/56953/93034/284958/316/349565/683/952/23530/23408/4907/5169/5167/10135",19
"Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","28/3680","59/9436",0.474576271186441,1.2168754605748,1.33609989914326,0.115275249381221,0.208335997579603,0.111862495287698,"5293/5567/2773/5743/134/10000/5592/8660/207/115/3643/109/3667/2778/51099/111/11343/5291/5290/5295/154/1081/4852/107/2770/114/364/5742",28
"Metabolism","Carbohydrate metabolism","hsa00650","Butanoate metabolism","14/3680","27/9436",0.518518518518518,1.32954911433172,1.37108621859805,0.121027033122628,0.217597826391461,0.116835477844042,"142827/1892/38/341392/65985/18/6296/1962/622/3033/5019/3157/54511/39",14
NA,NA,"hsa03272","Virion - Hepatitis viruses","23/3680","48/9436",0.479166666666667,1.22864583333333,1.26978981338375,0.13147262424928,0.235159796981959,0.126265081346297,"3339/149461/644672/928/949/9071/3916/27183/1366/9525/4072/1803/23562/7122/10015/5010/9076/10686/100132463/49861/1956/91782/100288814",23
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","42/3680","93/9436",0.451612903225806,1.15799438990182,1.22426218443692,0.132220238466537,0.235284219219941,0.126331887765598,"864/3725/3716/3595/4853/919/3559/5599/916/6778/3458/4792/2353/3566/27040/5595/6777/30009/4854/3594/5534/7535/6772/6775/5335/4773/3460/5594/3592/3516/5602/5530/3567/5601/3117/3108/5603/4794/3459/3551/3717/4851",42
"Human Diseases","Infectious disease: viral","hsa05162","Measles","61/3680","139/9436",0.438848920863309,1.12526587425712,1.1896062230286,0.135458329066311,0.239816531561275,0.128765436330489,"7161/5293/3725/3716/3310/356/10000/3559/5599/355/283106/595/916/894/51135/4792/1965/2353/7187/207/440275/1459/6777/6774/596/898/27113/581/3661/5610/3553/64135/6772/940/1457/598/3454/637/54106/868/2932/5291/3592/5290/25898/5602/5295/5601/6885/7128/23118/3569/54205/1021/3551/8667/3456/3439/23586/4478/51209",61
